"id","certificateid","courseid","coursename","cpath","startdate","enddate","duration","flag","certificatetype","createdate"
"165","ISS--DYEX--11--24","DYNAMIC EXCEL: COMPREHENSIVE EXCEL TRAINING - NOV DEC 2024","DYNAMIC EXCEL: COMPREHENSIVE EXCEL TRAINING","79e14.jpg","27/11/2024","10/12/2024","2 weeks","0","landscape","2024-12-11 20:23:11"
"166","ISS--PBI--12--24","CRAFTING INTERACTIVE DASHBOARDS AND VISUALS: ELEVATING DATA WITH POWER BI - DEC 2024","CRAFTING INTERACTIVE DASHBOARDS AND VISUALS: ELEVATING DATA WITH POWER BI","6443b.jpg","11/12/2024","13/12/2024","3 Days","0","landscape","2024-12-13 11:17:12"
"167","ISS--TT--11--24","TOOLS AND TECHNIQUES - Nov Dec 2024","TOOLS AND TECHNIQUES FOR DATA ANALYSIS AND VISUALIZATION MASTERY","b98f4.jpg","27/11/2024","24/12/2024","1 Month","0","landscape","2024-12-26 14:29:05"
"168","ISS--PBIAI--12--24","POWER BI ESSENTIALS - Dec 2024","POWER BI ESSENTIALS: DATA, DASHBOARDS AND AI-DRIVEN INSIGHTS","cc157.jpg","11/12/2024","24/12/2024","2 weeks","0","landscape","2024-12-28 09:58:52"
"169","ISS--VI--12--24","VISION 2025-Motivational Workshop - DEC 2024","VISION 2025-Motivational Workshop","2e749.jpg","29/12/2024","29/12/2024","1 Day","0","landscape","2024-12-29 02:17:19"
"170","ISS--TPML--11--24","TRANSFORMATIVE PYTHON AND MACHINE LEARNING - NOV DEC 2024","TRANSFORMATIVE PYTHON AND MACHINE LEARNING JOURNEY WITH A HANDS-ON MINI PROJECT","8adc0.jpg","11/11/2024","20/12/2024","6 Weeks","0","landscape","2024-12-30 08:41:00"
"171","ISS--APMLD--11--24","INNOVATE AND INSPIRE: ADVANCED PYTHON AND MACHINE LEARNING DEVELOPMENT - Nov Dec 2024"," INNOVATE AND INSPIRE: ADVANCED PYTHON AND MACHINE LEARNING DEVELOPMENT","0fced.jpg","25/11/2024","20/12/2024","1 Month","0","landscape","2024-12-30 09:50:31"
"172","ISS--JS--01--25","MASTERING JAVASCRIPT - Jan 2025","MASTERING JAVASCRIPT: FROM BASICS TO REAL-WORLD APPLICATIONS","eec84.jpg","02/01/2025","04/01/2025","3 Days","0","landscape","2025-01-06 12:15:10"
"173","ISS--DW--12--24","DESIGNING THE WEB - Dec 2024 Jan 2025","DESIGNING THE WEB: FROM SCRATCH TO SOPHISTICATION","b12ee.jpg","23/12/2024","04/01/2025","2 weeks","0","landscape","2025-01-06 12:32:46"
"174","ISS--PF--01--25","PYTHON FUNDAMENTALS - Jan 2025","PYTHON FUNDAMENTALS: A COMPLETE LEARNING PATH","54ef4.jpg","08/01/2025","21/01/2025","2 weeks","0","landscape","2025-01-21 14:12:30"
"175","ISS--SEM--01--25","STRUCTURAL EQUATION MODELLING USING SMARTPLS 4 - JAN 2025","STRUCTURAL EQUATION MODELLING USING SMARTPLS 4","062a6.jpg","20/01/2025","24/01/2025","5 Days","0","landscape","2025-01-24 13:10:31"
"176","ISS--EPQ--01--25","MASTERING EXCEL AND POWER QUERY - JAN 2025","MASTERING EXCEL AND POWER QUERY FOR DATA ANALYSIS AND REPORTING","f21cd.jpg","22/01/2025","24/01/2025","3 Days","0","landscape","2025-01-24 13:24:45"
"177","ISS--MAXQ--02--25","MAXQDA FOR QUALITATIVE DATA ANALYSIS AND REPORTING - Feb 2025","MAXQDA FOR QUALITATIVE DATA ANALYSIS AND REPORTING","b7ad0.jpg","01/02/2025","03/02/2025","3 Days","0","landscape","2025-02-03 14:48:43"
"178","ISS--TDEX--01--25","TRANSFORMING DATA WITH EXCEL - Jan 2025","TRANSFORMING DATA WITH EXCEL: FROM FUNDAMENTALS TO ADVANCED TECHNIQUES","5542f.jpg","22/01/2025","04/02/2025","2 weeks","0","landscape","2025-02-04 20:05:29"
"179","ISS--PD--01--25","PYTHON AND DJANGO - Jan 2025","PYTHON AND DJANGO: BUILD MODERN WEB APPLICATIONS","cabf1.jpg","08/01/2025","04/02/2025","1 Month","0","landscape","2025-02-04 20:29:15"
"180","ISS--FSD--12--24","FULL STACK DEVELOPMENT  - Dec 2024","FULL STACK DEVELOPMENT USING PYTHON FRAMEWORK - DJANGO","fbee4.jpg","23/12/2024","04/02/2025","6 Weeks","0","landscape","2025-02-04 20:52:07"
"181","ISS--AEER--02--25","ACADEMIC EXCELLENCE THROUGH REFERENCING AND ETHICAL RESEARCH PRACTICE - FEB 2025","ACADEMIC EXCELLENCE THROUGH REFERENCING AND ETHICAL RESEARCH PRACTICE","935d0.jpg","13/02/2025","15/02/2025","3 Days","0","landscape","2025-02-15 07:05:55"
"182","ISS--EXDS--02--25","EXCEL DATA SCIENCE - feb 2025","EXCEL DATA SCIENCE: ADVANCED ANALYSIS, POWER QUERY & SMART AUTOMATION","a69a6.jpg","17/02/2025","19/02/2025","3 Days","0","landscape","2025-02-19 15:06:05"
"183","ISS--CGP--02--25","THE COMPLETE GUIDE TO PYTHON PROGRAMMING - Feb 2025","THE COMPLETE GUIDE TO PYTHON PROGRAMMING","fe0d3.jpg","05/02/2025","18/02/2025","2 weeks","0","landscape","2025-02-21 21:25:27"
"184","ISS--PYEX--01--25","INTEGRATED MASTERY OF PYTHON AND EXCEL - Jan Feb 2025","INTEGRATED MASTERY OF PYTHON AND EXCEL FOR PROBLEM-SOLVING","821c3.jpg","22/01/2025","18/02/2025","1 Month","0","landscape","2025-02-21 21:48:42"
"185","ISS--DASPSS--03--25","Data Analysis using SPSS - Mar 2025","Data Analysis using SPSS","530ed.jpg","03/03/2025","07/03/2025","1 week","0","landscape","2025-03-05 14:16:25"
"186","ISS--EDS--01--25","EXPLORING DATA SCIENCE Jan - Mar 2025","EXPLORING DATA SCIENCE","da453.jpg","22/01/2025","04/03/2025","6 Weeks","0","landscape","2025-03-06 13:00:52"
"187","ISS--CPDS--02--25","COMPREHENSIVE PYTHON AND DATA SCIENCE MASTERY - Feb Mar 2025","COMPREHENSIVE PYTHON AND DATA SCIENCE MASTERY","524a4.jpg","05/02/2025","04/03/2025","1 Month","0","landscape","2025-03-06 13:40:43"
"188","ISS--PDST--02--25","THE PYTHON DATA SCIENCE TOOLKIT - Feb Mar 2025","THE PYTHON DATA SCIENCE TOOLKIT: A HANDS-ON APPROACH","b740a.jpg","20/02/2025","04/03/2025","2 weeks","0","landscape","2025-03-06 16:10:41"
"189","ISS--MSEX--03--25","MASTERING EXCEL - March 2025","MASTERING EXCEL: FROM FUNCTIONS TO AUTOMATION & DATA INSIGHTS","1a55f.jpg","10/03/2025","21/03/2025","2 weeks","0","landscape","2025-03-22 16:40:36"
"190","ISS--DVPB--03--25","DATA VISUALIZATION & OPTIMIZATION: A COMPLETE POWER BI JOURNEY - Mar 2025","DATA VISUALIZATION & OPTIMIZATION: A COMPLETE POWER BI JOURNEY","fb5b6.jpg","24/03/2025","26/03/2025","3 Days","0","landscape","2025-03-27 07:35:33"
"191","ISS--PBIAI--03--25","DATA DRIVEN EXCELLENCE: POWER BI DASHBOARDS, DAX & AI INTEGRATION - Mar Apr 2025","DATA DRIVEN EXCELLENCE: POWER BI DASHBOARDS, DAX & AI INTEGRATION","3bd5d.jpg","24/03/2025","04/04/2025","2 weeks","0","landscape","2025-04-05 11:39:27"
"192","ISS--AIDM--03--25","AI-POWERED DATA MASTERY - Mar Apr 2025","AI-POWERED DATA MASTERY: EXCEL, POWER BI & CHATGPT FOR SMARTER INSIGHTS","9620b.jpg","10/03/2025","04/04/2025","1 Month","0","landscape","2025-04-05 12:09:41"
"193","ISS--PS--04--25","PYTHON SIMPLIFIED - Apr 2025","PYTHON SIMPLIFIED: CORE CODING SKILLS & PRACTICAL APPLICATIONS","4f06a.jpg","07/04/2025","09/04/2025","3 Days","0","landscape","2025-04-09 01:04:52"
"194","ISS--SA--03--25","SHARPEN YOUR APTITUDE - Mar Apr 2025","SHARPEN YOUR APTITUDE: STRATEGIES FOR EXCELLENCE","f2a5f.jpg","31/03/2025","11/04/2025","2 weeks","0","landscape","2025-04-12 09:45:22"
"195","ISS--MDA--03--25","MASTERING DATA ANALYTICS - Mar Apr 2025","MASTERING DATA ANALYTICS: UNLOCKING INSIGHTS WITH EXCEL, POWER BI, PYTHON & AI","075da.jpg","10/03/2025","18/04/2025","6 Weeks","0","landscape","2025-04-21 12:06:46"
"196","ISS--PBIPS--03--25","FULL-STACK DATA MASTERY - Mar Apr 2025","FULL-STACK DATA MASTERY: POWER BI, PYTHON & SQL FOR IMPACTFUL ANALYTICS","f18b6.jpg","24/03/2025","18/04/2025","1 Month","0","landscape","2025-04-21 12:17:25"
"197","ISS--CEDSA--04--25","CODING EXCELLENCE - Apr 2025","CODING EXCELLENCE: A DEEP DIVE INTO DSA, PATTERNS AND REAL-WORLD PROBLEMS","d1a43.jpg","14/04/2025","18/04/2025","1 week","0","landscape","2025-04-21 12:31:42"
"198","ISS--ADS--04--25","APPLIED DATA SCIENCE: PYTHON & SQL - Apr 2025","APPLIED DATA SCIENCE: PYTHON & SQL FOR BUSINESS AND ANALYTICS","faf78.jpg","07/04/2025","18/04/2025","2 weeks","0","landscape","2025-04-21 12:50:22"
"199","ISS--PSJ--05--25","PUBLISHING SMARTER - May 2025","PUBLISHING SMARTER: NAVIGATING JOURNAL OPTIONS FOR OPTIMAL VISIBILITY","2410f.jpg","03/05/2025","03/05/2025","1 Day","0","landscape","2025-05-03 02:25:13"
"200","ISS--MATW--03--25","MASTERING APTITUDE - Mar 2025","MASTERING APTITUDE, TECHNOLOGY AND WORKPLACE READINESS","4ae82.jpg","31/03/2025","25/04/2025","1 Month","0","landscape","2025-05-03 04:13:00"
"201","ISS--OSC--05--25","ONLINE SUMMER CAMP 2025 - Apr May 2025","ONLINE SUMMER CAMP 2025 DESIGN 2.0: SHAPING THE FUTURE WITH AI TOOLS","8b09d.jpg","23/04/2025","06/05/2025","2 weeks","0","landscape","2025-05-07 06:57:22"
"202","ISS--BM--05--25","BUILDING MODERN WEBSITES - May 2025","BUILDING MODERN WEBSITES: FROM FUNDAMENTALS TO REAL‑TIME PROJECTS","e8d9b.jpg","08/05/2025","21/05/2025","2 weeks","0","landscape","2025-05-21 18:41:58"
"203","ISS--EPSP--05--25","ESSENTIAL PYTHON SKILLS - May 2025","ESSENTIAL PYTHON SKILLS FOR REAL-WORLD PROGRAMMING","b1a06.jpg","12/05/2025","23/05/2025","2 weeks","0","landscape","2025-05-23 12:13:53"
"204","ISS--EXDA--05--25","UNLOCKING THE POWER OF EXCEL May 2025","UNLOCKING THE POWER OF EXCEL FOR DATA ANALYTICS","ca579.jpg","12/05/2025","23/05/2025","2 weeks","0","landscape","2025-05-28 22:09:16"
"205","ISS--JSE--05--25","JAVASCRIPT ESSENTIALS - May - June 2025","JAVASCRIPT ESSENTIALS: FROM FUNDAMENTALS TO REAL‑WORLD APPLICATIONS","26824.jpg","22/05/2025","04/06/2025","2 weeks","0","landscape","2025-06-04 16:58:28"
"206","ISS--FED--05--25","MASTERING FRONT-END DEVELOPMENT - May to June 2025","MASTERING FRONT-END DEVELOPMENT: HTML, CSS, BOOTSTRAP & JAVASCRIPT","eec78.jpg","08/05/2025","04/06/2025","1 Month","0","landscape","2025-06-04 17:04:51"
"207","ISS--SAPB--05--25","SMART ANALYTICS WITH POWER BI AND AI - May June 2025","SMART ANALYTICS WITH POWER BI AND AI: FROM DATA CLEANING TO INSIGHTFUL DASHBOARDS","d6f84.jpg","26/05/2025","09/06/2025","2 weeks","0","landscape","2025-06-09 10:09:00"
"208","ISS--GENAI--05--25","GENERATIVE AI - May June 2025","GENERATIVE AI: BASICS TO BRILLIANCE","e7ec5.jpg","12/05/2025","08/06/2025","1 Month","0","landscape","2025-06-09 13:26:58"
"209","ISS--ML--05--25","211","MACHINE LEARNING MASTERING: BUILDING INTELLIGENT SYSTEMS WITH AI","fcb56.jpg","12/05/2025","06/06/2025","1 Month","0","landscape","2025-06-09 20:35:38"
"210","ISS--DAV--05--25","AI-DRIVEN DATA ANALYTICS AND VISUALIZATION - May June 2025","AI-DRIVEN DATA ANALYTICS AND VISUALIZATION","0c9cb.jpg","12/05/2025","07/06/2025","1 Month","0","landscape","2025-06-09 21:02:43"
"211","Ut voluptatem Facer1","Aut quod laborum bea","Roary Sweet","d5697.jpg","12/06/2025","19/06/2025","A dicta suscipit hic","1","landscape","2025-06-18 01:37:08"
"212","ISS--FSD--05--25","FULL STACK WEB DEVELOPMENT WITH PYTHON AND DJANGO - May June 2025","FULL STACK WEB DEVELOPMENT WITH PYTHON AND DJANGO FROM FRONTEND TO DEPLOYMENT","c566d.jpg","08/05/2025","18/06/2025","6 Weeks ","0","landscape","2025-06-20 02:42:30"
"213","ISS--PYDJ--05--25","INTERACTIVE FULL-STACK APPLICATIONS WITH DJANGO AND JAVASCRIPT MINI PROJECT - May June 2025","INTERACTIVE FULL-STACK APPLICATIONS WITH DJANGO AND JAVASCRIPT MINI PROJECT","874de.jpg","22/05/2025","18/06/2025","1 Month","0","landscape","2025-06-20 02:52:15"
"214","ISS--DJWD--06--25","PYTHON AND DJANGO: CORE CONCEPTS FOR WEB DEVELOPMENT - June 2025","PYTHON AND DJANGO: CORE CONCEPTS FOR WEB DEVELOPMENT","ef7ac.jpg","05/06/2025","18/06/2025","2 weeks","0","landscape","2025-06-20 02:58:55"
"215","ISS--BIEAI--05--25","BUSINESS INTELLIGENCE & DATA SCIENCE FOUNDATIONS: EXCEL TO AI - May June 2025","BUSINESS INTELLIGENCE & DATA SCIENCE FOUNDATIONS: EXCEL TO AI","3464b.jpg","12/05/2025","20/06/2025","6 Weeks ","0","landscape","2025-06-21 23:30:02"
"216","ISS--AIDI--05--25","AI-DRIVEN DATA INTELLIGENCE: FROM CODE TO INSIGHT - May June 2025","AI-DRIVEN DATA INTELLIGENCE: FROM CODE TO INSIGHT","9d14d.jpg","26/05/2025","20/06/2025","1 Month","0","landscape","2025-06-22 13:29:41"
"217","ISS--MWD--06--25","ESSENTIAL SKILLS FOR MODERN WEB DESIGN - June 2025","ESSENTIAL SKILLS FOR MODERN WEB DESIGN","dc631.jpg","09/06/2025","20/06/2025","2 weeks","0","landscape","2025-06-22 19:22:02"
"218","ISS--PYSQL--06--25","INTEGRATING PYTHON & SQL: ESSENTIAL CONCEPTS - June 2025","INTEGRATING PYTHON & SQL: ESSENTIAL CONCEPTS","28c4c.jpg","09/06/2025","20/06/2025","2 weeks","0","landscape","2025-06-22 19:40:15"
"219","ISS--FGAI--06--25","FOUNDATIONS OF GENERATIVE AI AND LANGCHAIN APPLICATIONS - June 2025","FOUNDATIONS OF GENERATIVE AI AND LANGCHAIN APPLICATIONS","a6f47.jpg","12/06/2025","24/06/2025","2 weeks","0","landscape","2025-06-28 22:28:32"
"220","ISS--DDJS--06--25","226","DEEP DIVE INTO JAVASCRIPT CORE DEVELOPMENT INSIGHTS","97702.jpg","16/06/2025","01/07/2025","2 weeks","0","landscape","2025-07-02 19:01:23"
"221","ISS--223--06--25","223","WEB DEVELOPMENT ESSENTIALS: LAYOUTS, STYLING, AND DYNAMIC INTERACTIVITY ","aa87f.jpg","09/06/2025","04/07/2025","1 Month","0","landscape","2025-07-05 21:59:05"
"222","ISS--232--06--25","232","EXCEL FOR DATA ANALYSIS: ESSENTIAL SKILLS AND PRACTICES","2b88a.jpg","23/06/2025","04/07/2025","2 weeks","0","landscape","2025-07-06 00:55:22"
"223","ISS--227--06--25","227","MODERN JAVASCRIPT: ESSENTIALS FOR BUILDING INTERACTIVE APPS","5cf10.jpg","23/06/2025","04/07/2025","2 weeks","0","landscape","2025-07-06 01:40:31"
"224","ISS--243--06--25","243","APPLIED PYTHON: BRIDGING CODE AND REAL-WORLD APPLICATIONS","9afd8.jpg","23/06/2025","07/07/2025","2 weeks","0","landscape","2025-07-06 01:53:58"
"225","ISS--222--06--25","222","DIGITAL MARKETING MASTERY: STRATEGY, SOCIAL, SEO & AI ","7e16b.jpg","11/06/2025","07/07/2025","1 Month","0","landscape","2025-07-09 00:01:36"
"226","ISS--240--06--25","240","THE DIGITAL MARKETING EDGE: INSIGHTS, INTEGRATION & IMPACT","497e7.jpg","25/06/2025","07/07/2025","2 Weeks","0","landscape","2025-07-09 00:06:24"
"227","ISS--249--07--25","249","International Online Workshop on SEM and CFA using AMOS","b88cf.jpg","09/07/2025","11/07/2025","3 Days","0","landscape","2025-07-11 15:40:07"
"228","ISS--231--06--25","231","GENERATIVE AI WITH LANGCHAIN & HUGGING FACE","322e7.jpg","12/06/2025","11/07/2025","One Month","0","landscape","2025-07-13 19:36:44"
"229","ISS--239--06--25","239","Advanced GenAI Projects with Hugging Face & RAG","4371d.jpg","25/06/2025","11/07/2025","2 Weeks","0","landscape","2025-07-14 03:42:21"
"230","ISS--214--06--25","214","Full-Stack Web Development with Python framework Django-Mini Project","9cecb.jpg","09/06/2025","18/07/2025","6 Weeks ","0","landscape","2025-07-18 02:39:48"
"231","ISS--242--06--25","242","Full-Stack Web Development: Integrating JavaScript, Python, and Django","68bba.jpg","23/06/2025","18/07/2025","1 Month","0","landscape","2025-07-18 02:47:38"
"232","ISS--241--07--25","241","Architecting Web Solutions: Python Versatility and Django Structure","29a91.jpg","07/07/2025","18/07/2025","2 Weeks","0","landscape","2025-07-18 02:49:14"
"233","ISS--235--06--25","235","AI-Driven Analytics: Excel Data Prep & Power BI Visualization Mastery","45edb.jpg","23/06/2025","18/07/2025","1 Month","0","landscape","2025-07-18 02:50:40"
"234","ISS--233--07--25","233","Power BI and AI Tools: Unlocking Advanced Data Insights","aa54f.jpg","07/07/2025","18/07/2025","2 Weeks","0","landscape","2025-07-18 02:52:39"
"235","ISS--244--07--25","244","Tkinter: Building Python Graphical User Interfaces","54cca.jpg","07/07/2025","18/07/2025","2 Weeks","0","landscape","2025-07-18 02:56:00"
"236","ISS--236--07--2025","236","UNIFIED DATA ANALYTICS:POWER BI AND AI TOOLS , PYTHON & SQL FOR PROJECT","3c8b3.jpg","07/07/2025","01/08/2025","1 Month","0","landscape","2025-07-24 11:38:39"
"237","ISS--251--07--25","251","CYBERSECURITY ESSENTIALS: SAFEGUARDING THE DIGITAL WORLD","e1b05.jpg","14/07/2025","25/07/2025","2 weeks","0","landscape","2025-07-29 11:15:13"
"238","ISS--230--06--25","230","DATA ANALYTICS MASTERY: UNIFYING EXCEL, POWER BI, AI TOOLS, PYTHON & SQL ","58acd.jpg","23/06/2025","01/08/2025","6 Weeks ","0","landscape","2025-08-02 19:11:43"
"239","ISS--234--07--25","234","PYTHON & SQL WITH PROJECT: FROM DATA TO APPLICATION","b1e95.jpg","21/07/2025","01/08/2025","2 Weeks","0","landscape","2025-08-02 19:44:36"
"240","ISS--252--07--25","252","NUMERICAL COMPUTING & ANALYSIS: LEVERAGING NUMPY AND PANDAS","40130.jpg","21/07/2025","01/08/2025","2 Weeks","0","landscape","2025-08-02 20:11:24"
"241","ISS--264--08--25","264","COMPILING REFERENCES THROUGH ZOTERO","36c09.jpg","01/08/2025","03/08/2025","3 Days","0","landscape","2025-08-03 18:05:38"
"242","ISS--255--07--25","255","BUILDING AI FOUNDATIONS","fad5b.jpg","21/07/2025","01/08/2025","2 Weeks","0","landscape","2025-08-05 09:23:30"
"243","ISS--220--06-25","220","HANDS-ON IOT SYSTEM DESIGN WITH MICROCONTROLLERS","655dd.jpg","25/06/2025","09/08/2025","2 Month","0","landscape","2025-08-18 11:42:44"
"244","ISS--253--08--25","253","Data Visualization & Modeling: Matplotlib, Seaborn, and Scikit-learn","5ba1c.jpg","04/08/2025","18/08/2025","2 Weeks","0","landscape","2025-08-18 12:20:46"
"245","ISS--219--06--25","219","MASTERING MACHINE LEARNING: DESIGNING INTELLIGENT AI SYSTEMS-MINI PROJECT","0774d.jpg","23/06/2025","18/08/2025","2 Month","0","landscape","2025-08-18 12:41:31"
"246","ISS--229--07--25","229","ADVANCED PYTHON LIBRARIES FOR ML: FROM DATA TO REAL-TIME PROJECTS","19a8d.jpg","21/07/2025","18/08/2025","1 Month","0","landscape","2025-08-18 12:53:15"
"247","ISS--256--08--25","256","Crafting Agentic Systems - From Prompts to Autonomous AI Agents","45342.jpg","04/08/2025","15/08/2025","2 Weeks","0","landscape","2025-08-18 13:35:31"
"248","ISS--254--07--25","254","Agentic AI Essentials: Build Smart AI Agents with GenAI & Automation","e92f4.jpg","21/07/2025","15/08/2025","1 Month","0","landscape","2025-08-18 13:43:20"
"249","ISS--263--08--25","263","MASTER MACHINE LEARNING â€“ FROM DATA TO PREDICTION","59f84.jpg","16/08/2025","19/08/2025","3 Days","0","landscape","2025-08-19 20:48:04"
